Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Väinölän telakka,,,,,FI,,,https://www.vaino.net/,Werften;Service/Repair;Kran
Louhunsalmi,,,,,FI,,,,Werften;Service/Repair;Kran
Haaponiemi,,,,,FI,,,,Werften;Service/Repair;Kran
Venetelakka Niemi Oy,Hahdenniementie,18,21120,Raisio,FI,,,,Werften;Service/Repair;Kran
Satamarine,Kompintie,7,26100,Rauma,FI,marinekeskusrauma@gmail.com,+358 50 551 9176,https://www.satamarine.fi,Werften;Service/Repair;Kran
Mitec Marine,,,,,FI,,,,Tauwerk;Beschläge;Bootszubehör
Kirkkoveneenvalkama,,,,,FI,,,,Werften;Service/Repair;Kran
Urkurinvalkama,,,,,FI,,,,Werften;Service/Repair;Kran
Kulhonvalkama,,,,,FI,,,,Werften;Service/Repair;Kran
Meriterassin venesatama,,,,,FI,,,,Werften;Service/Repair;Kran
