Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Schmidt&partner,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Stemar Yacht,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Blu Yachting,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Centis,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Best agenzia nautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Agenzia Adrianautica di Dina Maieron,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Boat Import Export,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Sundeeker Italy,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Marina Yachts,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Pollin,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Olandese Volante,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Sail Point,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Ceccherini SAS,,,,,IT,,,,Werften;Service/Repair;Kran
Friul Nautica SRL,,,,,IT,,,,Werften;Service/Repair;Kran
Regeni Nautica snc,,,,,IT,,,,Werften;Service/Repair;Kran
Portomaran Service,,,,,IT,,,,Werften;Service/Repair;Kran
Honda Marine,,,,,IT,,,,Motor;Werften;Service/Repair;Kran
Nautica Del Pin,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Popesso Srl,,,,,IT,,,,Werften;Service/Repair;Kran
Mauro elettronica navale,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Mr Nautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Dream,Via Napoli,357E,70132,Bari,IT,,,https://www.nauticadream.com/,Tauwerk;Beschläge;Bootszubehör
mecNautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Giacomo Gramatica di Bellagio,,,,,IT,,,,Tauwerk;Beschläge;Hydraulik;Bootszubehör
Austin Parker Yachts,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Santa Marina Yachts,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Officina nautica Ennio Tagliarolo,,,,,IT,,,,Werften
Marina Service Aprilia,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
2effe,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Tecnonautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Tappezzeria nautica,,,,,IT,,,,Persenning;Polster/Sattlerei;Tauwerk;Beschläge;Bootszubehör
Veleria Incarbona S.R.L.,Via Passo Buole,209,00054,Fiumicino,IT,,+39 06 658 1983,,Werften;GFK/Composite
Cantiere Navale dell'Argentario,,,,,IT,,,,Werften
Idea Marine Cantiere Nautico,,,,,IT,,,https://www.ideamarine.eu/,Werften;Service/Repair;Kran
Caffè in Piazza,Piazza della Vittoria,12,,,IT,,+39 0305031176,,Rigg;Tauwerk;Beschläge
Versilia Tecniche Marine,Via delle Darsene,62c,55049,,IT,,+39 0584 388101,https://vtmarine.it/,Tauwerk;Beschläge;Bootszubehör
Nautica Sport Nettuno,,,,,IT,,,https://nautica-nettuno.com/,Tauwerk;Beschläge;Bootszubehör
Camillo shop,via movembre,48,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Cantiere Nautico Lazzarin,,,,,IT,,+39032359169,,Werften;Service/Repair;Kran
Cantiere di Ghiffa,,,,,IT,,+393463735367,,Werften;Service/Repair;Kran
Cantiere Nautico Semprinia,,,,,IT,,+390323923183,https://www.sempriniaboats.it/,Werften;Service/Repair;Kran
Sailing Garage,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Giri mar,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
NSS Yachting,Via Silvio Pellico,1b,,,IT,,,https://www.nssyachting.com/,Tauwerk;Beschläge;Bootszubehör
Marina Di Schisò,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Livorno boats,Scali delle Cantine,24,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
RPG Yachts,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Cicuttin,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Porto - Area Bacini,,,,,IT,,,,Werften;Service/Repair;Kran
Area delle Riparazioni Navali,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale,,,,,IT,,,,Werften;Service/Repair;Kran
Maremoto Style di Casasola Paolo,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Biriaco 1985,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale Marina Di Nettuno,,,,,IT,,+39 06 980 6298,cantierenavalenettuno.it,Werften
Scivola di Ognina,,,,,IT,,,,Werften;Service/Repair;Kran
Motonautica Carli,,,,,IT,info@motonauticacarli.it,+39 075 951991,https://www.motonauticacarli.it/,Motor;Tauwerk;Beschläge;Bootszubehör
Cantiere navale Golfo di Mola,,,,,IT,,,http://www.golfomola.it/,Werften;Service/Repair;Kran
Base Nautica Usai,,,,,IT,info@basenauticausai.it,,http://www.basenauticausai.it,Werften;Service/Repair;Kran
Bardolino Yatching,,,,,IT,,,,Werften;Service/Repair;Kran
Benetti Yachts,,,,,IT,,,http://www.azimutbenetti.it/it/livorno.html,Werften;Service/Repair;Kran
Cantieri Giacalone,,,,,IT,cant.giacalone@tiscalinet.it,+39 0923 909186,,Werften;Service/Repair;Kran
Cantiere Navale Fincantieri Sestri Ponente,,,,,IT,,,http://www.fincantieri.it/,Werften;Service/Repair;Kran
Fincantieri Riva Trigoso,,,,,IT,,,https://www.fincantieri.com/,Werften;Service/Repair;Kran
PRF,,,,,IT,,,,Werften;Service/Repair;Kran
Benetti,,,,,IT,,,,Werften;Service/Repair;Kran
D'Amico,,,,,IT,,,,Werften;Service/Repair;Kran
Squero de San Trovaso,Campo San Trovaso,1097,30123,Venezia,IT,info@squerosantrovaso.com,,http://www.squerosantrovaso.com/,Werften;Service/Repair;Kran
Stil Nautica Di Bincoletto Giulio,Via Antonio Gritti,12,,Porto Santa Margherita,IT,,,,Werften
Nautica RB,Via Antonio Gritti,26,,Porto Santa Margherita,IT,,+39 336 492 296,http://www.nauticarb.it,Werften;Service/Repair;Kran
Ferretti Group - Ravenna,Via Classicana,68,48122,Ravenna,IT,,,,Werften;Service/Repair;Kran
Cantiere Ercole Archetti,,,,,IT,,,https://www.cantierearchettiercole.it/,Werften;Service/Repair;Kran
Cantiere Nautico Montisola,,,,,IT,,,http://www.montisolabarche.it,Werften;Service/Repair;Kran
Cantiere Navale Iprea,,,,,IT,,,,Werften;Service/Repair;Kran
Marina Beach rimessaggio,,,,,IT,,,,Werften;Service/Repair;Kran
Scalalaggio Anconetani,,,,,IT,,,,Werften;Service/Repair;Kran
Motonautica RC,,,,,IT,,,http://www.motonauticarc.it,Werften;Service/Repair;Kran
Cantieri Nautici Solcio,Via al Campeggio,10,28040,Lesa,IT,,+39 0322 77881,https://www.solcio.it/,Werften;Service/Repair;Kran
Circolo Velico Canottieri Intra,,,,,IT,info@cvci.it,+393401484015,https://www.cvci.it/,Werften;Service/Repair;Kran
Ciccolo Cantiere Nautico,,,,,IT,,+39 0323 59169,,Werften;Service/Repair;Kran
Indiana Yachting,,,58020,Scarlino,IT,,,http://www.indianayachting.com,Werften;Service/Repair;Kran
Cantiere navale Costa Etrusca,,,58020,Scarlino,IT,,,http://www.cantierenavaletoscana.com,Werften;Service/Repair;Kran
FP Marine Group srl,Via Antonio Meucci,1,58020,Scarlino,IT,,,,Werften;Service/Repair;Kran
Cantiere nautico Taroni,,,,,IT,,,http://www.cantierenauticotaroni.com,Werften;Service/Repair;Kran
Cantiere del Verbano,Strada Nazionale Sempione Feriolo,10,28831,Baveno,IT,,+39 0323 28280,,Werften;Service/Repair;Kran
Lega Navale Italiana Sezione di Varese,,,,,IT,,,,Werften
San Lorenzo,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Carlini Roberto & Stefano S.r.l,,,,,IT,,,,Werften;Service/Repair;Kran
Cantieri Navali Vittoria,Via Leonardo da Vinci,47,,,IT,,,https://www.vittoria.biz/,Werften;Service/Repair;Kran
Cantiere Battelli,,,,,IT,,,,Werften;Service/Repair;Kran
Lega Navale Italiana Sezione Mandello Del Lario,,,,,IT,,,,Motor;Werften;Service/Repair;Kran
Amico & Co.,,,,,IT,,,http://www.amico.it/,Werften;Service/Repair;Kran
Mostes,,,,,IT,,,,Werften;Service/Repair;Kran
Area Rimessaggio Marina di Sant'Elmo,,,,,IT,,,,Werften;Service/Repair;Kran
Marina Timavo - Pesca Service,,,,,IT,,,http://www.pescaservice.it/,Werften;Service/Repair;Kran
New Yacht Club,,,,,IT,,,,Werften;Service/Repair;Kran
Spectragroup Ormeggio Campo Boe,,,,,IT,,,,Werften;Service/Repair;Kran
Cantieri Navali Scala,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Zabeo,Via Colombara,125c,30176,Venezia,IT,,+39 041 931559,http://www.zabeomare.it,Tauwerk;Beschläge;Bootszubehör
Cantiere Nautico Velmare,,,,,IT,,,https://www.velmare.it/,Werften;Service/Repair;Kran
Cantiere Costantini,Via Lungolago,1,21038,Reno di Leggiuno,IT,,,http://cantierecostantini.it,Werften;Service/Repair;Kran
Nauticstore,Via Monte Bianco,13,12040,Genola,IT,,,,Tauwerk;Beschläge;Bootszubehör
Cantieri di Aprilia,,,,,IT,,,,Werften;Service/Repair;Kran
imbarcazioni Lotti,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Apreamare,Via Terragneta,72,80058,Torre Annunziata,IT,,+39 081 537 8411,https://www.apreamare.it/,Werften;Service/Repair;Kran
Casa di Barche,,,,,IT,,,,Werften;Service/Repair;Kran
Balena,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere nautico Barberis,,,,,IT,,,,Werften;Service/Repair;Kran
Intermarine,Via Alta,,19038,San lazzaro,IT,,,https://www.intermarine.it/,Werften;Service/Repair;Kran
Ocean,,,,,IT,,,,Werften;Service/Repair;Kran
Costruzioni Navali SpA,,,,,IT,,,,Werften;Service/Repair;Kran
Ipeven SRL,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Sbirry,,,,,IT,,,,Werften;Service/Repair;Kran
Mondo Mare Milazzo,,,,,IT,mondomaremilazzo@gmail.com,+39 090 2404808,http://www.mondomaremilazzo.com/,Werften;Service/Repair;Kran
Rimessaggio Canoe,,,,,IT,,,,Werften;Service/Repair;Kran
Rimessaggio barche,,,,,IT,,,,Werften;Service/Repair;Kran
Boat Parking,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Nautico Oltre,,,,,IT,info@oltremarine.it,+39 347 3963421,https://www.oltremarine.it/,Werften;Service/Repair;Kran
Motonautica F.lli Ranieri S.r.l,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Salpa,Contrada Bovenzi,7,81041,Vitulazio,IT,,,,Werften;Service/Repair;Kran
G1,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere nautico,,,,,IT,,,,Werften;Service/Repair;Kran
Rizzardi Yachts,Strada Migliara 51 Destra,212,04016,Sabaudia,IT,,+39 0773 531767,https://www.rizzardiyachts.com/,Werften;Service/Repair;Kran
Cantiere navale Camuffo,,,,,IT,,,https://www.camuffo.it/,Werften;Service/Repair;Kran
A Vele Spiegate,,,,,IT,,,,Werften
Glem Boat Service,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere dell'orologio,,,,,IT,,,,Werften
Tessari Caorle Snc Di Milan Bruno & C.,,,,,IT,,,,Werften
Cantieri Navali Caorle Srl - Rimessaggio e manutenzione imbarcazioni,,,,,IT,,,,Motor;Werften
Dopolavoro ferroviario Chiavari,,,,,IT,,,,Werften;Service/Repair;Kran
Calafatari,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale Siracusa,,,,,IT,,,,Werften;Service/Repair;Kran
Circolo Club Nautico Le Morge,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Giuliana,Via del Sugheraio,80,58022,Follonica,IT,,,https://nauticagiuliana.it,Tauwerk;Beschläge;Bootszubehör
Cantiere Marine Sports,Via dell'artigianato,2,58022,Follonica,IT,,,,Tauwerk;Beschläge;Bootszubehör
Airmarine,Via dell'industria,639,58022,Follonica,IT,,,,Werften
Blue Refitting,Via dell'Edilizia,315,58022,Follonica,IT,,,http://bluerefitting.com,Werften
San Giorgio del Porto,,,,,IT,,,,Werften;Service/Repair;Kran
T Mariotti S.p.A.,,,,,IT,,,,Werften;Service/Repair;Kran
Marina San Giorgio,,,,,IT,,,,Werften;Service/Repair;Kran
Suzuki,,,,,IT,,,,Motor;Tauwerk;Beschläge;Bootszubehör
Cantieri Panaro,,,,,IT,,+39 0823 1831 089,http://www.cantieripanaro.it,Werften;Service/Repair;Kran
Nautiservice,,,,,IT,,,,Werften;Service/Repair;Kran
Global Nautic,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Rossini,Strada Tra I Due Porti,48,61121,Pesaro,IT,info@cantiererossini.com,+39 0721 259056,https://www.cantiererossini.com/,Werften;Service/Repair;Kran
Piazza dei Fabbri,,,,,IT,,,,Werften;Service/Repair;Kran
Lega Navale Italiana,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Di Tommaso,,,,,IT,,+39 328 564 3751,,Werften;Service/Repair;Kran
Nautica Sud,,,,,IT,,,,Werften
Centro Nautico Lignano,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Navale Grasso,,,,,IT,,,,Werften;Service/Repair;Kran
Nautica Buffon Celestino,,,,,IT,,,,Werften;Service/Repair;Kran
Club Nautico Orizzonte,,,,,IT,,,,Werften;Service/Repair;Kran
Circolo Velico Pietrabianca,,,,,IT,,,,Werften;Service/Repair;Kran
Cantiere Rossini,,,,,IT,,,,Werften;Service/Repair;Kran
Marinstar,,,,,IT,,,,Werften;Service/Repair;Kran
Cantieri Sangermani,Via dei Devoto,235,,,IT,,,https://www.cantierisangermani.it/,Motor;Werften;Service/Repair;Kran
Navali G. Castagnola,Via dei Devoto,223,,,IT,,,http://www.castagnola.biz/,Werften;Service/Repair;Kran
C.A.R.M.,Via dei Devoto,213,,,IT,,,https://www.carm.it/,Werften;Service/Repair;Kran
Piombino industrie marittime,,,,,IT,,,https://pimyard.com/,Werften;Service/Repair;Kran
Nautica Pescara;Nautica Gabbiano,,,,,IT,,+39 085 27331;+39 085 431 1123,https://www.nauticagabbiano.it,Werften;Service/Repair;Kran
Cantieri Parisi,,,,,IT,,,,Werften;Service/Repair;Kran
Mare Sud Yachting,,,,,IT,,,,Werften;Service/Repair;Kran
Lo Scalo,,,,,IT,,,,Werften;Service/Repair;Kran
Milesi Nautica,,,,,IT,,,,Tauwerk;Beschläge;Bootszubehör
Nautica Polesana S.r.l.,Via SantaTeresa,57/C,45010,Rosolina,IT,,+39 0426 340 213,https://www.nauticapolesana.com,Tauwerk;Beschläge;Bootszubehör
Navaltecnica Costruzioni Navali srl,,,,,IT,,,https://www.navaltecnica.net/,Werften;Service/Repair;Kran
G2,,,,,IT,,,,Werften;Service/Repair;Kran
Cantieri Porzio,,,,,IT,,,,Werften;Service/Repair;Kran
Nautical Center,,,,,IT,,,,Werften;Service/Repair;Kran
San Lorenzo al Mare Cantieri,,,,,IT,segreteria@sanlorenzoalmarecantieri.it,+39 0183 91912,https://www.sanlorenzoalmarecantieri.it,Werften;Service/Repair;Kran
Cantieri di Imperia,,,,,IT,yardmanager@cantieridiimperia.com,+39 0183 274682,https://www.cantieridiimperia.com,Werften;Service/Repair;Kran
Sibma Navale Italiana,,,,,IT,info@sibma.it,+39 0183 280124,https://www.sibma.it,Werften;Service/Repair;Kran
Dav Servizi per Imbarcazioni,,,,,IT,,,,Werften
Master Gommoni,,,,,IT,,,,Werften;Rigg
Motonautica Ruggiero,,,,,IT,,+39 0805343961,,Tauwerk;Beschläge;Bootszubehör
Bellini Nautica,,,,,IT,,,https://bellininautica.it/,Werften;Service/Repair;Kran
Nautica AZ,Via Angera,8,21018,Sesto Calende,IT,info@nauticaazeta.com,+39 0331 921635,http://www.nauticaazeta.com/,Tauwerk;Beschläge;Bootszubehör
Luni Yachting,,,,,IT,,,,Werften;Service/Repair;Kran
Società Canottieri Orbetello,Viale Marconi,1,58015,Orbetello,IT,,,http://canottieriorbetello.it,Werften;Service/Repair;Kran
Nautica Ge.Fe.Bi,,,,,IT,,,,Werften;Service/Repair;Kran
Blue Best Yachting,Via Luigi Galvani,10,58020,Scarlino,IT,,,https://www.bluebestyachting.it/,Werften;Service/Repair;Kran
Scarlino Yatch Service,,,,,IT,,,,Werften;Service/Repair;Kran
