Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Gemeindehafen Bottighofen,,,,,CH,hafen@bottighofen.ch,+41 71 6884168,https://www.svb-bottighofen.ch/,
Spreitenbach Segelhafen,,,,,CH,,,,
Tribschenhorn,,,,,CH,,,,
Güetital,,,,,CH,,,,
Marina Rheinhof,,,,,CH,marina-verwaltung@ffmr.ch,+41 71 8555555,https://www.marinarheinhof.ch/,
Gemeindehafen Romanshorn,,,,,CH,bootshafen@romanshorn.ch,+41 58 346 84 10,https://www.romanshorn.ch/verwaltung/anlagen-und-betriebe/hafen.html/135,
Inselihafen,,,,,CH,,,,
SBS Jachthafen Romanshorn,,,,,CH,sbs-hafen@sscro.com,+41 71 463 62 21,https://www.sscro.com/hafen/,
Hafen Rietliau,,,,,CH,,,https://www.hafengenossenschaft-waedenswil.ch,
"Rorschach, Kleinboothafen",,,,,CH,,,,
Tribschenhorn,,,,,CH,,,,
Bootshafen Uttwil,,,,,CH,,,,
Hafen Zentrum,,,,,CH,,,,
Hafen Ost,,,,,CH,,,,
Bootshafen Seegarten Kreuzlingen,,,,,CH,,,https://www.svk-kreuzlingen.ch/Startseite/,
Hörnlibuck,,,,,CH,,,,
Hafen Rietli (Goldach),,,,,CH,,,,
Kornhaus-Hafen Rorschach,,,,,CH,,,,
Yachthafen Möhlin,,,,,CH,,,,
Segelboothafen Meggen,,,,,CH,,,,
Boots-Steg GB Neuenhof,,,,,CH,,,,
Balmholz AG,,,,,CH,,,,
OneSails,Route du Creux-de-Genthod,27,,,CH,,,,Werften
Jachthafen Arth,,,,,CH,,,,
Camping Luxburg,,,,,CH,info@camping-luxburg.ch,+41 79 567 16 28,https://camping-luxburg.ch/,
Port de Taillecou,Avenue de Taillecou,,1162,Saint-Prex,CH,,+41 79 510 81 79,https://secure.i-web.ch/gemweb/saintprex/fr/toolbar/rechercher/?sl_q=Port&x=0&y=0,
Sportboothafen,,,,,CH,,,,
Hafen Hünegg,,,,,CH,,,,
Täuffelen,,,,,CH,,,,
Sutz,,,,,CH,,,,
Gerolfingen,,,,,CH,,,,
Mörigen,,,,,CH,,,,
Ipsach,,,,,CH,,,,
Biel-Vingelz,,,,,CH,,,,
KIBAG Marina,Seestrasse,178,,,CH,,,,Werften
Leissigen,,,,,CH,,,,
Port Rousseau,,,,,CH,,,,
Herzog Marinecenter AG,,,,,CH,,,,
Herzog Marinecenter AG,,,,,CH,,,,
Porto Comunale Vedo-Arbostora,,,,,CH,,,https://www.morcote.ch/index.php?node=337&lng=1&rif=e4624a1800,
Gemeinde Lüscherz,,,,,CH,,,,
Port de Portalban,,,,,CH,,,,
Port de La Tour-de-Peilz,Rue de l'Ancien Stand,12,1814,La Tour-de-Peilz,CH,,+41 21 977 01 25,https://www.la-tour-de-peilz.ch/administration/cpages.php?id_page_b=30,
Bojenfeld Mannenbach,,,,,CH,,,,
Bojenfeld Berlingen,,,,,CH,,,,
Bojenfeld,,,,,CH,,,,
Bojenfeld Steckborn,,,,,CH,,,,
Bojenfeld Ermatingen,,,,,CH,,,,
Bojenfeld Ermatingen,,,,,CH,,,,
Bojenfeld Landschlacht,,,,,CH,,,,
Bojenfeld,,,,,CH,,,,
Bojenfeld,,,,,CH,,,,
Porto Campofelice,,,,,CH,,,,
Porto Minusio,,,,,CH,,,,
Werft-Boot-Lager,,,,,CH,,,,
Port de la Baie de l'Église,Quai Igor Stravinsky,,1110,Morges,CH,ports@morges.ch,+41 79 325 97 06,https://www.morges.ch/vivre-a-morges/loisirs/ports/port-de-la-baie-de-l-eglise-8614,
Nautica Caslano,,,,,CH,,,,Beschläge;Bootszubehör;Tauwerk
Dorf-Haab,,,,,CH,,,,
Hafen Weieren,,,,,CH,,,,
Leuenhaab,,,,,CH,,,,
Pfruender-Haab,,,,,CH,,,,
Schützen-Haab,,,,,CH,,,,
Seehafen Meilen,,,,,CH,,,,
Ziegelhütten-Haab,,,,,CH,,,,
Hafen Seefeld,,,,,CH,,,,
Hurdnerwäldli,,,,,CH,,,,
Motorboothafen,,,,,CH,,,,
Segelboothafen,,,,,CH,,,,
bei den Silos,,,,,CH,,,,
Hafen Buochs,,,,,CH,,,,
Beau Rivage - Bootshafen am Bielersee,,,,,CH,,,,
Porto Patriziale Ascona,,,,,CH,,,https://www.portoascona.ch/,
Lido di Agno,,,,,CH,,,,
Port Barton,,,,,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Johann Müller Schmerikon,,,,,CH,,,,
Hensa Werft AG,,,,,CH,,,,
Altendorf,,,,,CH,,,,
Muralto Porto,,,,,CH,,,,
Porto Regionale di Locarno,,,,,CH,info@portolocarno.com,+41 91 752 30 40,http://www.portolocarno.com,
Lanca degli Stornazzi,,,,,CH,,,,
Pfrunder-Haab,,,,,CH,,,,
Därligen,,,,,CH,,,,
Porto Apona,,,,,CH,,,,
Porto alla Resiga,,,,,CH,,,https://www.brissago.ch/index.php?node=370&lng=1&rif=1d68f07bc4&cnt=Cerca%20nel%20sito,
Porto Vecchio,,,,,CH,,,,
Circolo Velico Lago di Lugano,Via Foce,,6900,Lugano,CH,,+41 91 9710975,https://cvll.ch/,
Pontile Belvedere,,,,,CH,,,,
Centro Nautico Sassalto,,,,,CH,,,,
Porto di Ponte Tresa,,,,,CH,,,,
Porto,,,,,CH,,,,
Segelclup am Pfäffikersee,,,,,CH,,,https://www.scap.ch/,
Marina Magadino,,,,,CH,,,,
Boesch Motorboote,,,,,CH,,,,Werften
Lachen,,,,,CH,,,,
Spreitenbach Motorboothafen,,,,,CH,,,,
Franzrüti,,,,,CH,,,,
Ennet Aa Motorboothafen,,,,,CH,,,,
Port d'Avenches,,,,,CH,,,,
Vallamand,,,,,CH,,,,
Port Communal de Cudrefin,,,,,CH,,,,
Port du Camping du Chablais,,,,,CH,,,,
Port de Chevroux,,,,,CH,,,,
Port de Neuchâtel,,,,,CH,,,,
Port d'Hauterive,,,,,CH,,,,
Port de Saint-Blaise,,,,,CH,,,,
Port Vidoli,Route de Suisse,6C,1299,Crans-près-Céligny,CH,,+41 22 776 91 25,http://www.portvidoli.ch/,
Port de Crans,Route de Suisse,16,1299,Crans-près-Céligny,CH,,+41 79 952 79 49,https://cncrans.ch/le-port-de-crans/,
Port de Nyon,Quai Louis-Bonnard,,1260,Nyon,CH,,+41 22 363 82 42,https://www.nyon.ch/vivre-a-nyon/loisirs-sport-et-nature/port-et-activites-lacustres-1599,
Port des Aberiaux,Route de Lausanne,,1197,Prangins,CH,port@prangins.ch,+41 79 321 52 59,https://prangins.ch/prangins-officiel/administration/batiment-environnement-espaces-verts-et-travaux-sebie/port-communal/,
Port de Cheyres,,,,,CH,,,,
Port d'Estavayer,,,,,CH,socoop@bluewin.ch,+41 26 663 35 87,https://www.socoop.org/fr/index.htm,
Port de Cortaillod,,,,,CH,,,,
Port d'Yvonand,,,,,CH,,,,
Port de Bevaix,,,,,CH,,,,
Port de St-Aubin,,,,,CH,,,,
Port de Grandson,,,,,CH,,,,
Port Nautica,,,,Genève,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
UN Port,,,,,CH,admin@unport.org,+41 22 917 36 14,https://unport.org/the-port,
Bootshafen Sisikon,,,,,CH,,+41 41 820 33 45,https://www.bhs.swiss/,
Bootshafen Stansstad,,,6362,Stansstad,CH,info@stansstad.ch,+41 41 6104769,https://www.stansstad.ch/de/tourismus/gemeindebootshafen/,
Port de Bellerive,,,,,CH,,,,
Creux des rives,,,,,CH,,,,
Weesen,,,,,CH,,,,
Hafen Walenstadt,,,,,CH,,,,
Port de Rolle,,,,Rolle,CH,adminport@rolle.ch,+41 21 825 28 60,https://www.rolle.ch/net/Net_Rolle.asp?NoOFS=5861&Sty=&NumStr=52,
Port de Rolle,,,,,CH,,,,
Port des Vernes,Chemin des Pêcheurs,,1180,Rolle,CH,,+41 79 515 49 43,https://www.rolle.ch/N431/ports.html,
Bootshafen Zug,,,,,CH,,,,
Hafen Gäsi,,,,,CH,,,,
Hafen West,,,,,CH,,,,
Bootshafen Steinach,,,,,CH,,,,
Port Rafour,,,,,CH,,,,
Vinelz Hafen,,,,,CH,,,,
Wädenswil Hafen Engelhabe,,,,,CH,,,,
Wädenswil Hafen beim Bhf,,,,,CH,,,,
Hafen Untersee Rapperswil,,,,,CH,,,,
Kleinbootshafen,,,,,CH,,,,
Port du Lessivier,,,,,CH,,,,
Barkenhafen,,,,,CH,,,,
Sansarahaabe Küsnacht,,,,,CH,,,,
École de voile de Versoix - Belvedere,,,,,CH,,,,Beschläge;Bootszubehör;Tauwerk
Lador Marine,,,,,CH,,,,Werften
Foresti,Avenue du Port,2,1545,Chevroux,CH,,,,Werften
Bootshafen Tössegg,,,,,CH,,,,
Alexandre Bonny,Avenue du Port,4,1545,Chevroux,CH,,,,Werften
Bergwerkverein Käpfnach,,,,,CH,,,,
Souto Naval SA,Rue Long Vernex,3,1545,Chevroux,CH,,,,Werften
Port de Founex,Route de Suisse,,1297,Founex,CH,,+41 22 776 15 50,,
SBB,,,,,CH,,,,
Weidli,,,,,CH,,,,
Tuchschmid AG,,,,,CH,,,,
Port Bovet,,,,,CH,,,,
RhB,,,,,CH,,,,
Föhnhafen Brunnen,,,,,CH,hafenmeister@brunnen.ch,+41 79 356 87 77,https://www.igf-brunnen.ch/,
Port-Choiseul,Chemin du Vieux-Port,,1290,Versoix,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port Saladin,Route de Lausanne,,1293,Bellevue,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Jägerhaushafen,,,,,CH,,,,
Bojenfeld Goldach,,,,,CH,,,,
Bojenfeld,,,,,CH,,,,
Bojenfeld,,,,,CH,,,,
Bojenfeld,,,,,CH,,,,
Bootshafen Kesswil,,,,,CH,,,,
Gondelhafen,,,,,CH,,,,
Bojenfeld Mammern,,,,,CH,,,,
Port du Clos de Chillon,Quai Alfred Chatelanat,,1820,Veytaux,CH,,+41 21 966 05 55,https://veytaux.ch/port-du-clos-de-chillon,
Rapperswil Lido,,,,,CH,,,,
Yachthafen Kiebitz,,,,,CH,,,,
Hafen Seewald,,,,,CH,,,,
Ennet Aa Segelboothafen,,,,,CH,,,,
Schmerikon Rheinkies,,,,,CH,,,,
Schmerikon Bad,,,,,CH,,,,
Stampf,,,,,CH,,,https://www.kibagmarina.ch/de/standorte/hafen-stampf.html,
Hafen Helbling,,,,,CH,,,,
Hafen Ziegelhof Nord,,,,,CH,,,,
Bootshafen Mühlehorn,,,,,CH,,,,
Ötiker Haab,,,,,CH,,,,
Oberhofen,,,,,CH,,,,
Herzog Marinecenter AG,,,,,CH,,,,
Hafen Käpfnach,,,,,CH,,,,
Marina Fallenbach Brunnen,,,,,CH,,,https://www.marina-fallenbach.ch/,
Port de Céligny,Route de Suisse,,1298,Céligny,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port de la Perle du Lac,,,,Genève,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port de la Tour-Carrée,Quai de Cologny,,1223,Cologny,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port de Versoix-Bourg,Quai de Versoix,,1290,Versoix,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Vieux-Port,Chemin des Fossés,,1248,Hermance,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port des Mouches,Route d'Hermance,,1248,Hermance,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port du Creux de Genthod,Route du Creux-de-Genthod,,1294,Genthod,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port du Reposoir,Route de Lausanne,,1292,Pregny-Chambésy,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port Gitana,Route de Lausanne,,1293,Bellevue,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port du Château,Quai du Mont-Blanc,,1110,Morges,CH,,+41 79 325 97 06,https://www.morges.ch/vivre-a-morges/loisirs/ports/port-du-chateau-vieux-port-8613,
Port de la Pichette-Ouest,Chemin de la Paix,,1802,Chardonne,CH,garde-ports@vevey.ch,+41 79 293 74 61,,
Port de Territet,Quai Ami-Chessex,,1820,Montreux,CH,,+41 79 622 76 11,https://www.montreux.ch/habiter-et-decouvrir/territoire/ports/,
Port de Vevey,Quai Perdonnet,,1800,Vevey,CH,,+41 79 242 57 04,,
Port du Basset,Quai des Villas-du-Bochet,,1815,Montreux,CH,,+41 79 622 76 11,https://www.montreux.ch/habiter-et-decouvrir/territoire/ports,
Port de Coppet,Route de Suisse,81,1296,Coppet,CH,,+41 22 960 87 05,https://www.coppet.ch/demarchesadministratives/26383,
Port-Noir,Quai Gustave Ador,,,Genève,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Jetée des Eaux-Vives,,,,Genève,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port Wilson,,,,Genève,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
Port des Pâquis,,,,Genève,CH,capitainerie@etat.ge.ch,+41 22 388 55 50,https://www.ge.ch/navigation-capitainerie/ports,
KWO,,,,,CH,,,,
Boots-Hebewerk,,,,,CH,,,https://www.bkw.ch/de/energie/energieproduktion/wasserkraft/bootstransporte,
Hafen Seestatt,,,,,CH,,,,
nautigrue,,,,,CH,,,,
Wasserfahrverein Riburg-Möhlin,,,,,CH,,,,
Hafen Küsnacht,,,,,CH,,,,
Bootsteg Quaibrücke,,,,,CH,,,,
Bootshafen Hostatt Kehrsiten,,,,,CH,,+41 41 4293090,https://www.bootshafenkehrsiten.ch/,
Bootshafen Münsterlingen,,,,,CH,,,,
Fischerverein Stausee,,,,,CH,,,,
Porto Gambarogno,,,,,CH,,,,
Schafis,,,,,CH,,,,
Port des Pierrettes,,,,Saint-Sulplice,CH,,+41 79 863 89 43,https://portdespierrettes.ch/,
Port de Paudex,Chemin du Port,,1094,Paudex,CH,,,https://www.paudex.ch/port-de-paudex-fr4145.html,
Port du Vieux-Stand,Route d'Ouchy,,1095,Lutry,CH,capitainerie@portduvieuxstand.ch,+41 21 792 11 68,https://www.portduvieuxstand.ch/,
Port d'Ouchy,Quai de la Nautique,,1007,Lausanne,CH,,+41 21 315 32 35,https://www.lausanne.ch/recherche.html?query=port&type=lausanne,
Port de Pully,Route du Port,,1009,Pully,CH,,+41 21 721 35 39,https://www.pully.ch/fr/vivre-a-pully/sports-et-loisirs/le-port/,
Port de Lutry,Quai Gustave Doret,,1095,Lutry,CH,,+41 21 791 11 21,,
Port de Vidy,Allée du Bornan,,1007,Lausanne,CH,,+41 21 315 32 35,,
Port du Petit-Bois,,,1110,Morges,CH,,+41 79 325 97 06,https://www.morges.ch/vivre-a-morges/loisirs/ports/port-du-petit-bois-nouveau-port-8612,
Port du Bief,,,,,CH,,,,
Port de La Nautique,Quai Gustave-Ador,,1223,Cologny,CH,,+41 79 703 77 19,https://www.nautique.ch/,
Alter Hafen,,,,,CH,,,,
Port de la Pichette-Est,Chemin de la Paix,,1802,Chardonne,CH,portpichette@bluewin.ch,+41 79 378 52 16,http://www.port-pichette-est.ch/,
Port du Bouveret,Rue du Port,,1897,Port-Valais,CH,admin@port-valais.ch,+41 79 397 67 71,https://www.port-valais.ch/fr/port-bouveret-1457.html,
Port du Vieux-Rhône,Route du Vieux Rhône,,1845,Noville,CH,,+41 79 289 76 54,,
Port des Maisonnettes,,,,,CH,,,,
Port de Moratel,Sentier de Cully,,1096,Cully,CH,,+41 21 799 19 14,,
Port de Concise,,,,,CH,,,,
Lachenkanal,,,,,CH,,,,
Erlach Hafen,,,,,CH,,,,
Sutz,,,,,CH,,,,
Lüscherz,,,,,CH,,,,
Port de l’Ouchettaz,Quai Grand'Rives,,1844,Villeneuve,CH,,+41 21 967 09 82,https://www.villeneuve.ch/net/Net_Villeneuve.asp?NoOFS=5414&Sty=&NumStr=37,
Port de Saint-Gingolph,Rue du Port,,1898,Saint-Gingolph,CH,,+41 24 481 83 10,,
