Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Hajókikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=7776,
Csónakkikötők,,,,,HU,,,http://turistautak.hu/poi.php?id=158919,
Gyenesdiási Yacht Egylet kikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=154622,
Fűzfa Pihenőpark Kikötő,,,,,HU,,,,
Csónakkikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=139975,
Clark Ádám Flottilla,,,,,HU,,,http://turistautak.hu/poi.php?id=31159,
Csónakkikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=154694,
Halászkikötő,,,,,HU,,,,
Neptun kikötő,,,,,HU,,,,Kran;Werften
Kishajó és sport kikötő,,,,,HU,,,,
Sólyom Yacht Club,Sólyomszigeti út,67,2626,Nagymaros,HU,info@solyomyacht.hu,+36 27 355 575,https://solyomyacht.hu/,
Maros Yacht Kikötő,Váci út,149,2626,Nagymaros,HU,nagymarosikft@gmail.com,+36 27 594 040,http://marosyacht.hu/,
Ökopark kenukikötő,,,,,HU,,,,
Kisvesszősi kenukikötő,,,,Dunasziget; Cikolasziget,HU,,,,
Vadvíz kenukikötő,,,,Dunakiliti,HU,,,,
Vadvíz kenukikötő,,,,Dunakiliti,HU,,,,
Vadvíz kenukikötő,,,,Dunakiliti,HU,,,,
Vadvíz kenukikötő,,,,Dunakiliti,HU,,,,
Denkpáli kenukikötő,,,,Nagysziget;Dunasziget,HU,,,,
Heléna-tavi kenu kikötőhely,,,,,HU,,,,
kenu kikötő-átemelőhely,,,,Dunakiliti,HU,,,,
kenu kikötő-átemelőhely,,,,Rajka,HU,,,,
vendég kikötőállások,,,,,HU,,,,
csónak-kikötő,Aligai utca,53,8172,Balatonakarattya,HU,,,,
Vízimalom kikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=143501,
"Kikötő, Túristvándi",,,,,HU,,,http://turistautak.hu/poi.php?id=143497,
Vízicsiga kikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=143498,
Foka Ökokikötő Hajó- és Kajak-kenu kölcsönző,,,,,HU,okokikoto@gmail.com,,https://www.okokikoto.hu,
Hajóállomás,,,,,HU,,,http://turistautak.hu/poi.php?id=74287,
Zátonyi Duna kenu átemelő pont,,,9226,Dunasziget,HU,,,,
Prístavisko Salka,,,,,HU,,,,
Vonyarc Marina,,,,,HU,,,http://vonyarcmarina.hu/,
Hableány kikötő,,,,,HU,,,http://turistautak.hu/poi.php?id=53074,
Kerekedi kikötő,Örkény István sétány,14,8229,Csopak,HU,,,,
Koloska Marina,Kouvola utca,1,8230,Balatonfüred,HU,,,,
MVSZ kikötő,Zákonyi Ferenc utca,17,8230,Balatonfüred,HU,,,,
Hajógyári kikötő,Tihanyi műút,1,8230,Balatonfüred,HU,hajogyar@hajogyarkft.hu,+36 20 266 6633,https://balatonfuredihajogyar.hu/,
UNI,,,8230,Balatonfüred,HU,,,,
Hungária Yacht Klub kikötő,Zákonyi Ferenc utca,6,8230,Balatonfüred,HU,,,,
Almádi Öreghegyi Kikötő,Véghely Dezső utca,20,8220,Balatonalmádi,HU,,,,
Kenese Marina Port,Kikötő utca,2-4,8174,Balatonkenese,HU,,,,
KJAVSE kikötő,Lóczy Lajos utca,,8320,Keszthely,HU,,,,
Badacsonyi BAHART kikötő,71,,8261,Badacsonytomaj,HU,,,,
AYC kikötő,Véghely Dezső utca,5,8220,Balatonalmádi,HU,,,,
Balneum kikötő,,,,,HU,,,,
Vízi sétány kikötő,,,,,HU,,,http://www.hnp.hu/hu/szervezeti-egyseg/turizmus/vizisetany/oldal/vizisetany-bemutatkozas,
Fűzfa Pihenőpark és Kikötő,,,,,HU,,,http://www.hnp.hu/hu/szervezeti-egyseg/turizmus/vizisetany/oldal/vizisetany-bemutatkozas,
Vízi-Sétány kikötő,,,,,HU,,,http://www.hnp.hu/hu/szervezeti-egyseg/turizmus/vizisetany/oldal/vizisetany-bemutatkozas,
Kalóz-szigeti Kalandpark kikötő,,,,,HU,,,,
Szabics kikötő,,,,,HU,,,,
Katamarán Kikötő,,,,,HU,,,,
Kárász Kikötő,,,,Tiszaderzs,HU,,,https://www.karaszkikoto.hu/,
Dinnyéshát kikötő,,,,,HU,,,,
Tündérrózsa hajókikötő,,,,,HU,,,http://sarudikikoto.hu,
Ördög tavi kenu kikötőhely,,,,,HU,,,,
kenu kikötő-átemelőhely,,,,Dunakiliti,HU,,,,
Sólyom Kemping és Yacht-kikötő,Sólyomszigeti út,67,2626,Nagymaros,HU,,,,
Csónakkikötő Vajai-tó,,,,,HU,,,,
Békési Kishajó Kikötő,,,,,HU,,,,
Esztergomi Hajós Egylet,,,,,HU,,,,
Almádi Horgásztanya Csónakkikötő,,,,,HU,,,,
Éden camping,,,,,HU,,,,
Balatonszárszó föveny - kajakos kikötő,,,,,HU,,,,
Földvári nádas öböl - kajakos kikötő,,,,,HU,,,,
Szántódi föveny - kajakos kikötő,,,,,HU,,,,
Zamárdi csónakledobó - kajakos kikötő,,,,,HU,,,,
Balatonszéplak - kajakos kikötő,,,,,HU,,,,
Balatonszéplak-felső - kajakos kkötő,,,,,HU,,,,
Siófok-Nyugat - kajakos kikötő,,,,,HU,,,,
Kajakos kikötő,,,,,HU,,,,
Siófok aranypart - kajakos kikötő,,,,,HU,,,,
Szabadi-Sóstó - kajakos kikötő,,,,,HU,,,,
Gumirádli szabadstrand - kajakos kikötő,,,,,HU,,,,
Bercsényi strand - kajakos kikötő,,,,,HU,,,,
Káptalanfüredi nádas - kajakos kikötő,,,,,HU,,,,
Európa kemping - kajakos kikötő,,,,,HU,,,,
Tihanyi kis strand - kajakos kikötő,,,,,HU,,,,
Sajkod - kajakos kikötő,,,,,HU,,,,
Balatonudvari - kajakos kikötő,,,,,HU,,,,
Akali - kajakos kikötő,,,,,HU,,,,
Zánka - kajakos kikötő,,,,,HU,,,,
Révfülöp camping - kajakos kikötő,,,,,HU,,,,
Tomaji föveny - kajakos kikötő,,,,,HU,,,,
Szigligeti strandföveny - kajakos kikötő,,,,,HU,,,,
Györöki kikötő - kajakos kikötő,,,,,HU,,,,
"Vizimentő telep, Vonyrcvashegy - kajakos kikötő",,,,,HU,,,,
Vonyarc strand - kajakos kikötő,,,,,HU,,,,
Keszthely föveny,,,,,HU,,,,
Fenékpuszta - kajakos kikötő,,,,,HU,,,,
Berényi föveny - kajakos kikötő,,,,,HU,,,,
Keresztúri föveny - kajakos kikötő,,,,,HU,,,,
Zsé stég - kajakos kikötő,,,,,HU,,,,
Balatonfenyves Árnyas u. - kajakos kikötő,,,,,HU,,,,
Bélatelep csatorna - kajakos kikötő,,,,,HU,,,,
Boglári föveny - kajakos kikötő,,,,,HU,,,,
Zala torkolat - kajakos kikötő,,,,,HU,,,,
Óhalászi,,,,,HU,,,,
Orfűi Vitorlás Egyesület,Dollár út,12,7677,Orfű,HU,,,https://orfusailing.hu/,
Csónakázás a Hortobágy folyón,,,,,HU,baranyais@freemail.hu,+36 30 493 5513,http://www.hnp.hu/hu/szervezeti-egyseg/turizmus/oldal/csonakazas-a-hortobagy-folyon,
Horány,,,,,HU,,,,
kikötőhely,,,,,HU,,,,
"átemelő hely, vízreszállás",,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
"átemelő hely, kikötés",,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
kikötés,,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
"átemelő hely, kikötés",,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
"átemelő hely, vízreszállás",,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
kikötés,,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
Balatonudvari csónakkikötő,,,,,HU,,,http://www.balatonihajok.hu/kikoto/fovenyes,
Jóhajó,Karolina út,17,1113,Budapest,HU,,,http://www.johajo.hu/,Beschläge;Bootszubehör;Tauwerk
"átemelő hely, kikötés",,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
"átemelő hely, vízreszállás",,,,,HU,,,http://users.atw.hu/viziterkep/raba.htm,
MOL Nyrt.,,,,,HU,,,,
Kunsziget pihenő,,,,,HU,,,,
Veránka sziget,,,,,HU,,,,
Kereked kikötő,,,,,HU,,+36 30 966 2188,,
Szigetszentmiklós kikötő,,,,,HU,,,,
Kishajó kikötő,,,,,HU,,,,
Veránka sziget,,,,,HU,,,,
Ökopark kenukikötő-stég,,,,,HU,,,,
Dánfoki Kikötő,,,,,HU,,,,
Jeanneau-Prestige Magyarországi Képviselet,Szent Korona utca,84,1161,Budapest,HU,info@jeanneau.hu,+36 1 270 0017,https://jeanneau.hu/,Beschläge;Bootszubehör;Tauwerk
Marina Vitolázók boltja,San Marco utca,56,1032,Budapest,HU,,+36306373637,https://www.marina.hu/,Beschläge;Bootszubehör;Tauwerk
Vizitúra stég,,,,,HU,,,,
Denkpáli kenukikötő,,,,Nagysziget;Dunasziget,HU,,,,
Kenu-kikötésre alkalmas vaslépcső,,,,,HU,,,,
Sajkodi csónakkikötő,,,,,HU,,,,
Yacht Club Tihany,,,,,HU,,,,
Zátonyi Duna kenu átemelő pont,,,9226,Dunasziget,HU,,,,
Ördög-tavi kenu kikötőhely,,,,,HU,,,,
Admiralis,,,,,HU,,,,Beschläge;Bootszubehör;Tauwerk
Kenu kiemelő hely,,,,,HU,,,,
MOL Kikötő,,,,,HU,,,,
Keszthely kikötő,,,,,HU,,,,
Trinexus Aqua,Mázsa tér,5-7,1107,Budapest,HU,info@trinexus.hu,+36 1 278 0990,https://www.trinexus.hu/,Beschläge;Bootszubehör;Tauwerk
Jetski,,,,,HU,,,,
Holovits Vitorlásbolt,Budapesti út,87,8623,Balatonföldvár,HU,,+36 84 342 324,https://vitorlastanfolyam.holovits.hu/vitorlasbolt-balatonfoldvar/,Beschläge;Bootszubehör;Tauwerk
Zebegény hajóállomás,,,2627,Zebegény,HU,,,,
Csörlő,,,,,HU,,,,
Köre Kikötő,,,,,HU,,+36203847398,,
Tógazda HE,,,,,HU,,,http://www.harsasberki.hu/,
Fő hajó daru BYC,,,,,HU,,,,
Hajósbolt,Csillaghegyi út,23,1037,Budapest,HU,info@hajoswebshop.hu; freeboatofficial@gmail.com,+3670 452 5225,https://hajosbolt.com/,Beschläge;Bootszubehör;Tauwerk
Fő hajó daru,,,,,HU,,,,
Doborgazi kenukikötő,,,,Dunasziget; Cikolasziget,HU,,,,
Kajak-kenu beszállóhely,,,9226,Dunasziget,HU,,,,
kenu kikötő hely,,,9226,Dunasziget,HU,,,,
Prestige Yacht Club,,,,,HU,,,,
Nord Point kishajó kikötő,,,8175,,HU,sailing@nordpoint.hu,,,
"Kajak, kenu edzőhely",,,,,HU,,,,
Badacsonyörsi csónakkikötő,,,,,HU,,,,
Veszprémi Eletromos Horgászegyesület kikötője,,,,,HU,,,,
Tó jetski bérlés,,,,,HU,,,,Beschläge;Bootszubehör;Tauwerk
Fertő Tavi Északi Kikötő,,,9421,Fertőrákos,HU,,,,
Balatonlelle BH Vitorláskikötő,,,,,HU,,,,
KJAVSE kikötő,,,,,HU,,,,
Szeged-Tápé téli kikötő,,,,,HU,,,,
Hunsails Vitorlaszabó Műhely,,,,,HU,,+36 20 995 9877,https://hunsails.hu,Segelmacher
Hajószerviz,,,,,HU,,,,Werften
Kalóztanya Vendéglátó Állóhajó és Közforgalmú Hajó állomás,,,,,HU,,,,
TVSK SE kishajó kikötő,,,,,HU,,,,
ELMŰ SE Kishajó kikötő,,,,,HU,,,,
KDT Vízügyi Igazgatóság kikötője,,,,,HU,,,,
Piarista csónakház,,,,Tiszaug,HU,,,,Werften
"Kishajókikötő, Szentendre",,,,,HU,,,,
Magnum Marine,,,,,HU,,,,Beschläge;Bootszubehör;Tauwerk
Hunyady József vitorláskikötő,Kikötő utca,,,Balatonszemes,HU,,,,
portáldaru,,,,,HU,,,,
Balneum kikötő,,,,,HU,,,,
Aranyosi Kikötő,,,,,HU,,,,
Trinexus hajósbolt,Brüsszeli körút,22/C,6721,Szeged,HU,szeged@trinexus.hu,+36 62 499 995,https://www.trinexus.hu/,Beschläge;Bootszubehör;Tauwerk
Sződligeti kikötő,,,,,HU,,,,
Rinivi Antislip Kft.,,,,,HU,,,,Werften
Picula és Társa Kft.,Fő utca,60,8195,Királyszentistván,HU,piculasailing@gmail.com,+36 20 935 3680,https://www.picula.hu/,Werften
Fenyves Yacht Club,,,,,HU,,,https://www.fenyvesyachtclub.hu/,
BAHART kikötő,,,,,HU,,,,
BaHart Tihanyi kikötő,,,,,HU,,,,
Keszthelyi Yacht Kikötő,,,,,HU,,+36304276016,https://kyk.hu/,
Neptun kikötő,,,,,HU,,,,
Rail Cargo Hungaria,,,,,HU,,,,
Spartacus Vitorlás Egylet kikötője,,,,,HU,,,,
Hajógyári kikötő,,,,,HU,,,,
Kékszalag port,,,,,HU,,,,
Alsóörs BH vitorláskikötő,,,,,HU,,,,
Alsóörs Marina,,,,,HU,,,,
Ypsilon Yacht Club Kishajó Kikötő,,,,Alsóörs,HU,,,https://ypsilon-yachtclub.hu/,
BFYC Balatonfői Yacht Club,Főnix tér,3,8174,Balatonkenese,HU,recepcio@bfyc.hu,+36 70 380 1676;+36 70 552 5575,https://kikoto.bfyc.hu/,
BFVSE Kikötőhelyei,,,,,HU,,,,
Club Füred,,,,,HU,,,,
Balatonfüredi Yacht Club,Zákonyi Ferenc utca,2,8230,Balatonfüred,HU,byc@byc.hu,+36 70 940 8063,,
Fertőrákos Yachtkikötő,Virágosmajor,,9421,Fertőrákos,HU,,,,
Laguna Yacht Club,Vitorlaház utca,1-3,8175,Balatonfűzfő,HU,nemeth.eniko@lagunayachtclub.hu,+36 88 451-894,https://lagunayachtclub.hu/,
Maritime Hajósbolt,Gyöngysor utca,10-12,1037,Budapest,HU,,,https://maritime.hu/,Beschläge;Bootszubehör;Tauwerk
Tihanyi Yacht Club,Rév utca,7,8237,Tihany,HU,,,,
Balatonföldvár BH Vitorláskikötő,,,,,HU,,,,
