Name,Straße,Hausnummer,PLZ,Ort,Land,Email,Telefonnummer,Website,Produktkategorien
Holmen Motorbåtforening,,,,,NO,,,https://www.h-m-f.no/,
Kulturbrygga,,,,,NO,,,,
Muusøya Båthavn,,,,,NO,,,https://www.obmf.no/,
Åsetomta båthavn,,,,,NO,,,https://dmf-no.org/,
Nordnes brygge,,,,,NO,,,,
Slemmestad båtforening,,,,,NO,,,,
Birkeland,,,,,NO,,,,
Bakken Motor,,,,,NO,post@bakken-motor.no,+4732260180,https://bakken-motor.no/,Beschläge;Bootszubehör;Tauwerk
Nautic Marine AS,,,,,NO,,,,Beschläge;Bootszubehör;Tauwerk
Solheimsviken gjestebrygge,,,,,NO,,,https://www.gcrieber-eiendom.no/gc-rieber-pluss/gjestehavn-og-faste-baatplasser/solheimsviken-gjestebrygge/,
Solheimsviken bobåthavn,,,,,NO,,,https://www.gcrieber-eiendom.no/gc-rieber-pluss/gjestehavn-og-faste-baatplasser/solheimsviken-bobaathavn/,
Marineholmen gjestebrygge,,,,,NO,drift@gcrieber.com,+47 913 31 350,https://www.gcrieber-eiendom.no/gc-rieber-pluss/gjestehavn-og-faste-baatplasser/marineholmen-gjestebrygge/,
Draugen motorbåtforening,,,,,NO,,+4755 29 88 10,https://www.draugen.net,
Vansjø båtforening,,,,,NO,,,https://www.havneweb.no/vansjo/,
Røyken Båtforening Graffstranda,,,,,NO,,,,
Amundsen Marine AS,,,,,NO,,,,
Slira,,,,,NO,,,,
Nidelv Båtbyggeri,,,,,NO,,,,Werften
Hjellestad Marina,,,,,NO,,,,
Bjordal og Madsen,,,,,NO,,,,
Bergens Seilforening,,,,,NO,,,,
Åpta gjestehavn,,,,,NO,,,http://aptacamping.no,
Terna Småbåthavn,,,,,NO,,,https://www.baatklubben-terna.no/,
Sjøsenteret Vallø,,,,,NO,,,,
Mosvold småbåthavn,,,,,NO,,,,
Neptun motorbåtforening,,,,,NO,post@neptun-mbf.no,+47 99 09 73 31,https://www.neptun-mbf.no/,
Gravdal Båtforening,,,,,NO,,,https://gravdal-baatforening.no/,
Kjøkkelvik Båtlag,,,,,NO,,,http://kjokkelvikbatlag.com/,
RAN seilforening,,,,,NO,post@ranseil.no,,http://www.ranseil.no/,
Solstrand wharf,,,,,NO,,,,
Barbu småbåthavn,,,,,NO,,,,
Melbu småbåthavn,,,,,NO,,,,
Brygga,,,,,NO,,,,
Kai,,,,,NO,,,,
Kai,,,,,NO,,,,
Sørbøvåg,,,,,NO,,,,
Nordstranda,,,,,NO,,,,
Skubbavik,,,,,NO,,,,
Brumunddal Småbåthavn,,,,,NO,,,,
Tvedestrand gjestehavn,,,,,NO,,,,
Feda,,,,,NO,,,,
Skivika Havn,,,,,NO,,,,
Ørsta småbåthamn,,,,,NO,,,,
Gaupne båtforening - Hotla,,,,,NO,,,,
Nes Båthavn,,,,,NO,,,,
Nes Gjestebåthavn,,,,,NO,,,,
Gravdal Småbåthavn,,,,,NO,,,,
Hatlestrand Båthamn,,,,,NO,,+47 53488724,,
Bjørndalsbukta,,,,,NO,,,,
Bjorøy Marina,,,,,NO,,,,
Ballstadøya Marina,,,,,NO,,,,
Napp Småbåt Forening,,,,,NO,,,,
Arås Båtforening,,,,,NO,,,,
Flakkavåg gjestehamn,,,,,NO,,,,
Arendal gjestehavn,,,,,NO,,,,
Kuviga småbåthavn,,,,,NO,,,,
Mortenstø småbåthavn,,,,,NO,,,,
Songe småbåthavn,,,,,NO,,,,
Strømsbubukt småbåthavn,,,,,NO,,,,
Grindøya brygge,,,,,NO,,,,
Askvik Marina,,,,,NO,,+47 459 02 270,https://www.facebook.com/askvikmarina/,
Hesthagan Marina,,,,,NO,,+47 92 41 33 58,https://www.hesthaganmarina.no/,
Bellandstrand småbåthavn,,,,,NO,,,,
Gaupne båtforening - Hotla,,,,,NO,,,,
Hatvik Marina,,,,,NO,,,,
Kinsarvik Gjestehamn,,,,,NO,,,,
Tregde gjestehavn,,,,,NO,,,,
Aker Solutions Stord,,,,,NO,,,,
Undli Kai,,,,,NO,,,,
Løfte Bilen?,,,,,NO,,,,
Aspevågen Marina AS,,,,,NO,,,,
Voldsdalsvågen Marina,,,,,NO,,,https://sbmarena.no/marina,
Framnes Marine & Industriservice AS,,,,,NO,,,https://www.framnesmarine.no/,Beschläge;Bootszubehör;Tauwerk
Framnæs Maritime AS,,,,,NO,,,https://www.framnes-maritime.no/,Beschläge;Bootszubehör;Segelmacher;Tauwerk
Bjergelandet Båthavn,,,,,NO,,,https://velihavn.no/gjestehavner/bjergelandet-bathavn-dale,
Hagavika Småbåthavn,,,,,NO,,,,
Gjøvik Båthavn Nyhavna,,,,,NO,,,,
Vikodden Båthavn,,,,,NO,,,,
Gjøvik Båthavn Gamlehavna,,,,,NO,,,,
Fredvika Seilbåthavn,,,,,NO,,,,
Gillundstranda Småbåthavn,,,,,NO,,,,
Veslemjøsa,,,,,NO,,,,
Moelv Vannskiklubb,,,,,NO,,,,
Kise Båthavn,,,,,NO,,,,
Bråstadvika Båthavn,,,,,NO,,,,
Sveastranda Båthavn,,,,,NO,,,,
Jernbanepersonalets Båtforening,,,,,NO,,,,
Ørbekk Småbåthavn,,,,,NO,,,,
Strandlykkja Småbåthavn,,,,,NO,,,,
Evjua Båthavn,,,,,NO,,,,
Kapp Båthavn,,,,,NO,,,,
Hekshus Båthavn,,,,,NO,,,,
Hamar Brygge Båthavn,,,,,NO,,,,
Båssenden Båthavn,,,,,NO,,,,
Fagervik Båthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Jåttåvågen småbåthavn,,,,,NO,,,,
Vrengensundet Marina,,,,,NO,,,,
Finsandsviken Uthavn,,,,,NO,,,,
Kvitsandvika Båthavn,,,,,NO,,,,
Vorma Båthavn,,,,,NO,,,,
Eidsvoll Gjestebrygge,,,,,NO,,,,
Mjøssamlingene,,,,,NO,,,,
Strandheim Camping Båthavn,,,,,NO,,,,
Geitholmen Uthavn,,,,,NO,,,,
Grøtodden Uthavn,,,,,NO,,,,
Bergevika Uthavn,,,,,NO,,,,
Småbåtshavn,,,,,NO,,,,
Eidfjord Båtlag,,,,,NO,,,https://www.eidfjord-batlag.no/,
Festtangen,,,,,NO,,,https://ambl.no/,
Småbåtshavn,,,,,NO,bryggecafeen@kokeriet.no,+47 941 81 037,,
Sandefjord gjestehavn,,,,,NO,bryggecafeen@kokeriet.no,+47 941 81 037,https://www.sandefjordgjestehavn.no/,
Stanghelle ytre hamn,,,,,NO,,,,
Sota,,,,,NO,,,https://dmf-no.org/,
Mobryggja,,,,,NO,,,https://www.mobryggja.no/gjestehavn,
Nørvevika Båthavn,,,,,NO,,,https://aasf.no/havn/,
Åndalsnes Gjestehavn,,,,,NO,office@molde-romsdalhavn.no,,https://www.molde-romsdalhavn.no/gjestehavner/andalsnes,
Narvik Småbåthavn,,,,,NO,,,,
Ankenes småbåthavn,,,,,NO,,,,
Nausthylla småbåthavn,,,,,NO,,,,
Kvenvær småbåthavn,,,,,NO,,,,
Røyksund båtforening,,,,,NO,,,https://royksund.org/,
Åsgårdstrand Seilforening,,,,,NO,havnekomiteen@aasgaardstrand-seil.no,,https://www.seilforeningen.no/,
Horten Gjestehavn,,,,,NO,,,https://www.hortenhavn.no/fritidsbaat/horten-gjestehavn/,
Båtforeningen Pluggen,,,,,NO,,,http://pluggenhavn.no/,
Bankløkka Båthavn,,,,,NO,,,,
Steinbrygga båthavn,,,,,NO,,,http://steinbrygga.no/,
Solviken småbåtshavn,,,,,NO,,,https://solviken.no/,
Åsgårdstrand gjestehavn,,,,,NO,,,https://www.hortenhavn.no/fritidsbaat/%C3%A5sgaardstrand-gjestehavn/,
Bliksekilen Båthavn,,,,,NO,,,,
Framnæs Båthavn,,,,,NO,,,,
Fjellvik Båtforening,,,,,NO,post@fjellviknett.no,,http://fjellviknett.no/,
Huvik båthavnen,,,,,NO,,,https://www.huvik.no/b%C3%A5tplasser,
Gokstad Kystlag,,,,,NO,,,https://www.gokstadkystlag.no/,
Sandefjord Motorbåtforening,,,,,NO,,,,
Thorøya båthavn,,,,,NO,post@thoroya.no,,https://www.havneweb.no/thoroya/,
Fjell Båtlag,,,,,NO,,,,
Pontonkranen Chapman,,,,,NO,,,https://youtu.be/7sdnT08MiBk,
Sjøvegan Marina,,,,,NO,,,,
Garsnes Brygge,,,,,NO,,,,
Salangsverket Marina,,,,,NO,,,,
Medby Marina,,,,,NO,,,,
Sjøfronten Marina,,,,,NO,,,,
Råket Småbåtlag,,,,,NO,,,,
Dyrnesvågen gjestehavn,,,,,NO,,,,
Steinsøysund småbåthavn,,,,,NO,,,,
Moloen,,,,,NO,,,,
Dirdal båthavn,,,,,NO,,,,
Verket gjestehavn,,,,,NO,,,https://baathavn.verketmoss.no/,
Verket gjestehavn,,,,,NO,,,https://baathavn.verketmoss.no/,
Verket småbåthavn,,,,,NO,,,https://baathavn.verketmoss.no/,
Søly båthavn,,,,,NO,,,,
Skattøra Marina,,,,,NO,,,,
Krok Småbåthavn,,,,,NO,,,http://krokaasen.no/index.php?option=com_content&view=article&id=15&Itemid=101,
Holmsbu Havn,,,,,NO,,,https://www.asker.kommune.no/natur-og-friluft/sjo-og-batliv/gjestehavner-og-smabatplasser/,
Holmsbu havn - Gjestebrygge,,,,,NO,,,https://www.asker.kommune.no/friluftsliv/sjo-og-batliv/gjestehavner-og-smabatplasser/,
Svelvik Marina,,,,,NO,,,https://www.facebook.com/svelvikmarina,
Baskomtibryggen DA,,,,,NO,,,,
Holmsbu Resort,,,,,NO,marina@holmsburesort.no,32 79 60 00,https://holmsburesort.no/opplevelser/baatplasser/,
Nordre Jarlsberg Brygge,,,,,NO,,,https://njb.no/bathavna/,
Sande & Havna Båtforening,,,,,NO,sandehavnabf@havneweb.no,,https://www.havneweb.no/sandehavnabf/?mod=startsiden,
Mølen,,,,,NO,,,,
Bjerkøya Båtforening,,,,,NO,,,,
Gyltesø Båtforening,,,,,NO,,,,
Småbåtshavn,,,,,NO,,,,
Svelvik - Gjestebrygge,,,,,NO,kommunepost@drammen.kommune.no,+47 32 04 00 00,https://www.drammen.kommune.no/tjenester/vei-trafikk-parkering/kommunale-gjestebrygger/,
Bokerøya,,,,,NO,,,,
Moss motorbåtforening,,,,,NO,,,https://www.betongen.no/,
Kambo marina,,,,,NO,,,https://www.kambomarina.no/,
Kambo båtforening,,,,,NO,,,https://www.havneweb.no/kambobf/,
Godthåp Lysaker båthavn,,,,,NO,,,,
Fornebos Vels båthavn,,,,,NO,terje@tinholt.no,+4797 600 800,https://lagaasen.wordpress.com/bathavn/,
Neverdal småbåthavn,,,,,NO,,,,
Gjestehavn Bolga,,,,,NO,,,http://www.havna.com/wip4/bolga-gjestehavn/d.epl?id=186381,
Storvik,,,,,NO,,48096279,,
Stjørdal Småbåthavn,,,,,NO,,,,
Naustdal båthamn,,,,,NO,,,,
Blindtarmen marina,,,,,NO,,,https://www.gcrieber-eiendom.no/gc-rieber-pluss/gjestehavn-og-faste-baatplasser/blindtarmen-marina/,
Turøyvågen,,,,,NO,,,,
Omvikdalen Båtlag,,,,,NO,,,,
Gyldenløve brygge,,,,,NO,,,,
Kalderasen,,,,,NO,,,,
Børevigå,,,,,NO,,,,
Hillevågsvannet,,,,,NO,,,,
Brandal Marina,,,,,NO,,,,
Gaupne båtforening - Gaupnegrandane,,,,,NO,,,,
Salen båthavn,,,,,NO,,,http://service.skager.no/home/harbour,
Vingnes Båthavn,,,,,NO,,,,
Kammen Småbåthavn,,,,,NO,,,,
Lillehammer vannskiklubb,,,,,NO,,,,
Biri Båthavn,,,,,NO,,,,
Bekhuskaien,,,,,NO,,,,
Moelv Småbåthavn,,,,,NO,,,,
Vallø Småbåthavn,,,,,NO,,,,
Tjuvholmen Båthavn,,,,,NO,,,,
Alexandra marina,,,,,NO,,,,
Lauvik marina,,,,,NO,,,,
Sandvigå båtforening,,,,,NO,,,https://sandvigaa.baatforening.no/,
"Hana båtforening, Nyhavn",,,,,NO,,,,
"Hana båtforening, Konraddokken",,,,,NO,,,,
Elda Naust og Båtforening,,,,,NO,,,,
Holmeskjærvika Båtforening,,,,,NO,,,,
Gjestehavner Vågen,,,,,NO,,,,
Flåm småbåtlag,,,,,NO,,,,
Hommersåkvågen,,,,,NO,,,,
Frosta Brygge,,,,,NO,,,,
